Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42
32,796.8684,86.552635, ,106.611115,95.27778, ,1256.638,100.39655, ,1438.3,103.5, ,688.74445,104.477776, ,1406.0714,176.2619, ,462.5625,167.78125, ,1161.2778,206.38889, ,1072.9736,242.52632, ,1153.1945,273.94446, ,1020.61426,292.75714, ,558.9138,526.7759, ,319.0625,545.78125, ,1049.336,726.10657, ,805.8214,720.6786, ,1137.4744,922.4487, ,772.1042,243.08333, ,505.1129,437.75806, ,666.03845,198.65384, ,842.525,206.5, ,1012.0,356.0, ,439.0,500.7143, ,479.65625,625.875, ,1311.8334,998.43335, ,980.9035,403.67545, ,1298.125,357.28125, ,1246.4688,370.59375, ,750.3947,970.9737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33,796.6177,87.911766, ,106.681816,94.954544, ,1257.2391,100.5, ,1438.2,103.8, ,691.8409,103.954544, ,1405.3334,174.16667, ,455.92105,165.3421, ,1161.2142,206.5, ,1075.1389,244.0, ,1158.0625,269.90625, ,1020.0278,291.83334, ,560.13336,526.13336, ,316.9565,543.73914, ,1043.0385,727.05383, ,805.0185,717.12964, ,1136.9286,917.75, ,771.84045,242.07446, ,501.03333,441.8, ,666.7857,199.14285, ,840.85895,205.57692, ,1015.6622,354.77026, ,438.92856,500.67856, ,475.3889,624.2037, ,1307.5,999.3571, ,981.1667,403.7143, ,1299.9517,358.46774, ,1247.8549,372.5645, ,747.6053,973.0263, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34,796.6667,87.77778, ,106.375,95.375, ,1257.0555,100.75926, ,1438.1666,104.0, ,692.93475,104.304344, ,1406.22,176.22, ,454.14517,166.98387, ,1161.5,206.7, ,1073.3108,242.17567, ,1157.3182,271.22726, ,1020.38574,288.75714, ,558.6667,520.06665, ,317.4516,549.9355, ,1041.7985,725.05225, ,810.5357,720.3929, ,1140.7,919.1667, ,771.1905,242.69048, ,502.40323,444.37097, ,665.88464,199.57692, ,837.5732,207.32927, ,1016.63513,359.47296, ,440.4643,505.7857, ,476.5,625.1786, ,1309.125,994.3125, ,981.2593,407.01852, ,1294.9642,356.14285, ,1249.5,375.5, ,744.8889,976.2778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
35,796.44446,88.611115, ,106.86364,95.13636, ,1257.0555,100.5, ,1438.3,103.5, ,692.45557,106.85555, ,1402.7609,174.10869, ,457.0,169.0, ,1161.0,206.0, ,1068.0862,240.94827, ,1153.4429,273.84286, ,1026.3286,291.44287, ,554.63336,519.0333, ,322.42157,546.0686, ,1040.8135,724.9179, ,811.53125,715.78125, ,1135.85,914.1, ,770.93243,241.93243, ,503.08823,436.58823, ,667.6111,198.05556, ,837.7708,211.66667, ,1009.5,358.83334, ,447.53705,500.87036, ,471.125,626.5, ,1310.0,992.0, ,982.2206,408.14706, ,1289.7222,357.16666, ,1248.8334,368.63333, ,743.0,974.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
36,797.0714,87.7381, ,106.7,95.5, ,1257.18,100.74, ,1438.1154,104.11539, ,690.5,106.704544, ,1399.0,174.38461, ,460.0,172.61765, ,1161.3334,206.66667, ,1068.8636,238.25757, ,1151.5,275.58334, ,1026.579,286.6579, ,555.6667,513.93335, ,321.48245,545.1491, ,1040.3813,718.04236, ,814.7069,719.2586, ,1131.4131,910.23914, ,772.0161,244.14516, ,496.85483,438.2742, ,667.91174,198.61765, ,830.76086,210.15218, ,1011.9,356.125, ,447.98148,504.3889, ,473.94,624.42, ,1309.5834,984.6667, ,979.8214,409.01785, ,1283.7,354.3, ,1255.2667,371.63333, ,747.44116,973.14703, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
37,797.2778,88.05556, ,106.5,94.78571, ,1256.4667,100.566666, ,1438.0,103.5, ,689.65216,106.695656, ,1397.5834,172.58333, ,456.27777,175.19444, ,1161.625,206.625, ,1074.2273,242.56061, ,1152.2941,277.05884, ,1026.859,282.78204, ,557.96875,514.84375, ,320.05356,546.5893, ,1040.7742,714.9032, ,817.5769,725.96155, ,1136.8334,910.3095, ,771.6667,242.0625, ,495.28125,436.53125, ,667.6111,198.61111, ,830.6087,201.89131, ,1008.3108,348.52704, ,452.43103,499.8793, ,476.0,623.88464, ,1310.2142,982.1429, ,980.375,402.4375, ,1283.2333,350.0, ,1252.375,370.5, ,744.0,977.5, ,1426.9,678.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38,796.35,88.2, ,106.35714,95.21429, ,1256.7188,100.34375, ,1438.3182,103.681816, ,690.8023,105.80232, ,1396.9783,176.10869, ,456.0,174.36111, ,1161.2142,206.5, ,1073.9375,239.8125, ,1152.5,278.4394, ,1024.5,286.75, ,557.0,512.0, ,319.7,541.0, ,1041.4104,713.63434, ,819.0926,717.7593, ,1138.58,916.74, ,772.2091,242.1909, ,498.14517,439.6613, ,667.3182,197.77272, ,833.7174,201.15218, ,1013.9167,349.1389, ,449.13333,499.13333, ,478.26923,623.1923, ,1313.5714,976.7143, ,986.5164,405.58197, ,1289.1296,347.12964, ,1257.8529,369.08823, ,742.4048,976.9762, ,1431.0454,678.6818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39,795.9583,88.333336, ,106.86364,95.40909, ,1256.8334,100.8, ,1438.0,104.0, ,692.5,99.67778, ,1399.94,178.42, ,455.4,175.025, ,1160.9546,206.86363, ,1071.3636,233.54546, ,1152.4143,276.35715, ,1030.6945,292.94446, ,554.0806,511.30646, ,324.65152,540.7727, ,1042.3948,710.3947, ,821.06,718.3, ,1141.4259,918.05554, ,771.6905,243.11905, ,496.6,438.16666, ,667.125,199.25, ,829.87256,210.12746, ,1012.63513,349.74326, ,451.5,501.18967, ,480.5,621.5, ,1314.875,982.6875, ,984.7619,406.16666, ,1292.8438,347.71875, ,1259.9667,376.4, ,741.3571,979.7857, ,1430.5,676.5, ,1206.5,357.69354, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
40,796.3947,88.23684,*,106.5,94.833336, ,1256.2858,100.07143, ,1438.1364,103.40909, ,687.2727,95.36364, ,1391.94,178.7, ,457.20587,176.47058, ,1161.2,206.1, ,1066.4259,228.83333, ,1147.7222,274.0,*,1030.2188,293.9375, ,553.1129,507.75806, ,322.84885,534.9651, ,1042.5834,707.5238, ,819.6786,719.2857, ,1142.3334,915.6667, ,771.9,242.63333, ,489.125,433.65625, ,666.2692,197.88461, ,831.58,213.38, ,1010.45123,352.7439, ,446.7143,501.0, ,483.46295,622.87036, ,1311.0,980.5, ,988.2941,408.10294, ,1293.4,344.5, ,1260.8103,376.2931, ,749.7941,980.3823, ,1425.5,670.5, ,1206.5,356.1875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
41,797.7083,87.666664, ,106.75,95.166664, ,1257.0555,100.796295, ,1438.3182,103.954544, ,686.36664,94.388885, ,1391.4166,181.375, ,457.66666,179.02777, ,1161.3,206.6, ,1075.0358,224.67857, ,1142.7979,272.03192,*,1029.0526,292.73685, ,555.39655,505.94827, ,319.28787,527.7121, ,1042.082,714.291, ,813.9483,721.87933, ,1146.909,908.86365, ,771.2963,242.83333, ,489.7857,436.92856, ,666.9,198.9, ,831.7245,216.5, ,1016.2895,350.1316, ,446.24075,506.98148, ,481.92307,626.6923, ,1310.75,982.0, ,989.34283,407.82858, ,1292.5322,344.30646, ,1261.0312,379.1875, ,744.5,978.14, ,1420.0,672.0, ,1214.8125,350.6875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42,796.6852,88.24074,*,106.375,95.375, ,1256.9546,100.63636, ,1438.1666,103.833336, ,684.2826,96.78261, ,1394.2142,179.78572, ,457.07144,184.58571, ,1161.2273,206.40909, ,1077.0483,223.91936, ,1144.8256,265.84885, ,1028.8243,294.33783, ,552.7,503.5, ,318.04166,528.875, ,1040.7836,716.2313, ,811.5,724.5, ,1144.5416,905.2083, ,772.06604,242.31133, ,484.73334,437.53333, ,666.3823,199.44118, ,829.86957,214.91304, ,1017.5,350.87143, ,440.92856,510.5357, ,484.9074,628.4259, ,1309.1111,977.0, ,984.4726,405.17123, ,1291.8055,347.47223, ,1264.5,380.17743, ,740.7222,982.3889, ,1413.4,670.55, ,1214.0518,352.43103, ,508.01724,48.517242, ,1033.5,992.0231, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43,796.2222,88.111115,*,106.94444,94.833336, ,1257.55,100.6, ,1438.1666,103.611115, ,681.54346,90.58696, ,1393.3422,176.97368, ,457.6613,180.69354, ,1161.1666,206.38889, ,1079.3108,223.93243, ,1142.575,261.725, ,1028.0,294.0, ,558.13336,502.86667, ,319.13635,525.6515, ,1041.5509,715.9068, ,814.6786,721.3214, ,1141.2826,899.1957, ,771.1429,243.0, ,487.2097,432.9516, ,666.625,198.625, ,824.64,213.76, ,1011.5303,347.31818, ,444.57144,511.42856, ,482.12964,631.46295, ,1308.0,979.5, ,977.2742,404.32257, ,1286.6765,345.20587, ,1264.4656,380.77585, ,741.2368,981.0263, ,1414.5476,668.6905, ,1208.4333,355.36667, ,503.59723,53.34722, ,1033.5513,992.2564, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
44,795.7727,88.09091, ,106.5,95.5, ,1256.569,100.98276, ,1437.9615,104.34615, ,681.1667,88.14445, ,1394.8636,184.22728, ,455.2,187.73334, ,1161.0,206.5, ,1079.8784,223.74324, ,1144.5264,263.39474, ,1027.2297,299.5, ,554.1129,506.75806, ,317.59302,527.77905, ,1033.4104,711.8582, ,814.4286,717.3929, ,1134.5385,897.03845, ,771.2018,242.9386, ,488.125,435.40625, ,666.91174,198.20589, ,822.58,212.34, ,1012.6,340.9, ,450.26923,507.73077, ,479.5,630.5, ,1309.55,981.25, ,980.15717,404.35715, ,1284.1177,344.52942, ,1260.0927,379.57407, ,744.0,978.0, ,1417.6578,661.3421, ,1203.1471,353.08823, ,506.23334,52.033333, ,1037.7727,993.3571, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45,796.82,87.18, ,106.5,95.0, ,1256.9783,100.36957, ,1438.1364,103.40909, ,680.43335,87.36667, ,1399.0,180.59091, ,458.70834,188.16667, ,1160.8636,206.04546, ,1079.1511,217.7093, ,1143.2106,264.1842, ,1029.141,303.98718, ,555.9516,500.7258, ,321.83334,526.8889, ,1034.3942,711.87646, ,817.86,718.22, ,1132.4131,895.2826, ,771.2647,242.08824, ,490.7,435.06668, ,665.5,199.5, ,825.119,209.42857, ,1012.3889,350.3889, ,447.0862,506.0862, ,479.26923,628.1923, ,1307.5526,977.5526, ,976.5909,403.77274, ,1284.9688,349.75, ,1265.6072,382.60715, ,743.76666,971.23334, ,1413.3096,659.4524, ,1203.6945,353.83334, ,511.64893,57.074467, ,1042.1212,992.24243, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
46,796.6053,88.07895,*,106.8,95.3, ,1256.1072,100.46429, ,1438.1428,103.78571, ,683.91174,87.088234, ,1395.2826,176.63043, ,456.6,184.53334, ,1161.0,206.5, ,1076.8928,216.96428, ,1136.3572,261.7143, ,1027.7051,306.16666, ,556.30646,499.08066, ,323.43616,530.7766, ,1034.4412,711.2059, ,820.3214,723.7143, ,1138.3,895.06, ,771.3571,241.80952, ,496.5,429.5, ,666.1667,198.66667, ,823.2907,212.17442, ,1012.5,351.0, ,448.0,507.0, ,487.06,624.78, ,1300.7778,979.3333, ,977.9912,402.88596, ,1291.6936,347.2097, ,1263.34,384.9, ,746.3421,967.2895, ,1410.409,662.4091, ,1196.9634,351.84146, ,510.51724,55.706898, ,1042.8191,993.883, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47,796.5,88.625, ,106.2,95.2, ,1256.5,100.388885, ,1438.3182,103.954544, ,683.5851,87.92553, ,1396.079,181.92105, ,452.40475,181.16667, ,1160.5,206.5, ,1075.9517,222.08064, ,1132.2106,260.89474, ,1027.2567,301.8784, ,552.4,501.33334, ,317.44446,530.8889, ,1033.5469,709.4531, ,823.7692,717.8077, ,1142.1086,892.413, ,772.6667,242.5238, ,500.19232,424.03845, ,665.875,199.1875, ,825.1905,211.69048, ,1003.6875,347.3125, ,446.86667,512.86664, ,489.58694,632.36957, ,1295.8684,971.2895, ,979.0263,404.5, ,1289.5312,342.40625, ,1259.591,385.31818, ,752.2273,968.36365, ,1413.2,659.4, ,1199.5541,348.66217, ,515.11816,56.336365, ,1041.8125,993.3375, ,1164.2646,264.64706, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48,796.2619,88.02381, ,106.3,95.2, ,1256.3334,100.166664, ,1438.0,103.5, ,682.68365,83.05102, ,1393.0,180.0, ,450.16666,180.30952, ,1161.1,206.1, ,1074.8636,218.04546, ,1129.6538,259.78204, ,1021.87836,304.55405, ,549.5,501.3, ,319.38235,530.1177, ,1033.8281,703.90625, ,820.3889,715.64813, ,1139.38,894.3, ,771.5816,242.7449, ,501.375,422.16666, ,667.7105,199.23685, ,824.03845,204.88461, ,1011.3889,346.16666, ,441.77585,509.1207, ,486.1,629.46, ,1292.8,969.6, ,982.1071,403.67856, ,1285.5883,341.47058, ,1262.7759,381.67242, ,744.0714,971.119, ,1413.2,661.4, ,1190.5303,349.01514, ,512.38464,56.846153, ,1043.0,988.6184, ,1162.079,263.5263, ,1104.3644,503.27966, , , , , , , , , , , , , , , , , , , , , , , , , 
49,796.0,88.5, ,106.7,95.5, ,1256.9,100.86, ,1438.1364,103.681816, ,685.2083,83.354164, ,1399.8043,179.80435, ,450.375,176.0, ,1161.375,206.375, ,1076.4412,222.41176, ,1128.8,258.7, ,1022.9286,297.90475, ,546.9483,500.0862, ,319.55554,529.69446, ,1037.5441,700.69116, ,820.7414,716.39655, ,1140.6154,892.6539, ,771.9286,242.17346, ,503.23077,427.5, ,666.8333,199.72223, ,823.36365,206.61363, ,1017.7105,350.44736, ,443.05554,504.7963, ,484.1154,627.3461, ,1294.3422,965.3421, ,978.55084,399.5, ,1290.2354,340.5, ,1264.3966,384.63794, ,739.0263,973.1842, ,1413.5476,660.6905, ,1191.0278,351.8611, ,511.75674,59.905407, ,1045.2462,989.64923, ,1165.0714,262.1857, ,1102.5441,510.04413, , , , , , , , , , , , , , , , , , , , , , , , , 
50,795.7857,88.28571, ,106.3,95.5, ,1256.8636,100.681816, ,1438.0385,103.88461, ,677.7245,85.19388, ,1400.25,175.95833, ,445.17856,174.10715, ,1161.2142,206.0, ,1080.859,219.39743, ,1131.0,264.0, ,1023.64636,293.7927, ,552.8125,500.5, ,318.90625,525.625, ,1037.238,698.7262, ,822.8913,722.0217, ,1139.7,892.94, ,772.0926,243.12962, ,503.0862,428.0862, ,667.1667,197.88889, ,818.375,200.35417, ,1016.20966,345.9516, ,444.5,499.9643, ,486.0,620.38464, ,1291.6666,962.7778, ,973.5702,396.76315, ,1290.9839,333.8871, ,1265.7,384.62, ,738.53845,967.61536, ,1412.5,659.63635, ,1187.3857,354.35715, ,516.18677,60.41566, ,1042.1198,993.5282, ,1172.0946,262.66217, ,1105.2069,507.56897, ,1019.0897,170.29488, , , , , , , , , , , , , , , , , , , , , , 
51,795.9211,87.60526, ,106.833336,94.5, ,1256.8846,100.61539, ,1438.0,103.5, ,683.18085,84.88298, ,1401.0,176.0, ,450.64285,176.21428, ,1161.1,205.9, ,1085.1,219.03334, ,1130.3,267.15, ,1031.0834,290.19446, ,553.4,498.33334, ,312.5465,524.6628, , , , ,820.6818,718.13635, ,1132.8077,887.9231, ,772.2778,241.83333, ,500.10715,435.14285, ,667.13635,198.77272, ,815.88635,196.97728, ,1012.8913,345.23914, ,441.15384,502.84616, ,488.07144,616.6786, ,1286.8,955.6, ,973.6091,395.28183, ,1291.8611,326.1389, ,1265.7963,385.05554, ,736.9286,967.881, ,1411.4565,667.8913, ,1194.0676,351.2027, ,514.9889,56.7, ,1042.3805,990.11957, ,1169.5,259.7647, ,1108.7614,504.42044, ,1021.12164,166.41891, , , , , , , , , , , , , , , , , , , , , , 
52,796.0333,88.03333, ,106.59091,95.318184, ,1256.9783,100.76087, ,1437.9166,103.75, ,679.8043,85.67391, ,1400.25,174.05, ,448.9074,181.68518, ,1160.8,206.3, , , , ,1132.7972,268.5811, ,1023.5,292.69513, ,557.0,495.20587, ,307.4737,525.9211, , , , ,814.9737,724.6579, ,1142.46,887.1, ,772.06665,242.3, ,504.60715,434.5, ,666.1818,198.95454, ,815.9375,200.3125, ,1015.3929,343.82144, ,435.3889,496.01852, ,487.94446,620.7963, ,1285.6875,956.125, ,971.4039,403.01923, ,1294.1571,326.44287, ,1270.2826,378.19565, ,741.7632,967.6053, ,1411.119,668.9762, ,1192.579,346.71054, ,514.225,49.825, ,1045.586,990.96234, ,1175.5,257.7647, ,1106.2241,505.2069, ,1024.7368,164.47368, , , , , , , , , , , , , , , , , , , , , , 
53,796.3125,88.3125, ,106.375,95.0, ,1255.9,100.1, ,1438.0,103.5, ,682.0625,87.291664, ,1401.5,167.21428, , , , ,1161.409,206.13637, , , , , , , ,1018.4762,287.14285, ,556.40625,490.46875, ,310.70587,523.1177, , , , ,813.95,719.1, ,1147.7307,885.0769, ,772.04346,242.65218, ,502.16666,429.5, ,668.1,199.03334,*,818.7093,198.31395, ,1009.7973,339.6081, ,439.2037,490.27777, ,492.0,617.5, ,1285.7307,951.2692, ,973.5741,407.7963, ,1292.3182,324.5, ,1270.2037,370.05554, ,739.06525,964.413, ,1417.0,662.7, ,1191.7354,346.14706, ,517.17145,51.728573, ,1037.9681,992.9894, ,1173.1364,253.16667, ,1111.9182,500.77274, ,1020.4583,163.375, ,451.14706,170.55882, ,148.11539,303.8846, , , , , , , , , , , , , , , , 
54,796.8333,87.55556, ,106.375,95.375, ,1257.15,100.6, ,1438.0385,103.88461, ,677.04,94.1, ,1398.0834,163.75, , , , ,1160.8846,206.26923, , , , , , , ,1023.20734,287.08536, ,553.55884,489.58823, ,315.27084,525.625, , , , ,815.9,719.7, ,1150.5416,889.8333, ,772.36206,243.32759, ,497.2143,427.7857, ,667.13635,198.0,*,823.36365,195.54546, ,1012.98486,339.10605, ,441.2586,487.2931, ,487.6111,618.7963, ,1282.7142,953.1429, ,967.84546,403.42728, ,1291.5,321.125, ,1266.34,365.1, ,740.15216,964.413, ,1416.75,665.45, ,1191.1666,347.97223, ,516.05225,58.186565, ,1041.3784,990.1892, ,1173.1765,258.17648, ,1113.2222,502.22223, ,1021.6,161.45, ,450.79413,169.61765, ,147.0,310.0, , , , , , , , , , , , , , , , 
55,796.2143,88.42857, ,106.611115,95.388885, ,1256.6428,100.75, ,1437.8636,103.59091, ,676.15216,98.36957, ,1399.625,164.3125, , , , ,1161.3,206.6, , , , , , , ,1025.3334,286.61905, ,557.80304,489.89395, ,320.8684,523.0526, , , , ,811.6667,714.1667, ,1150.7,888.74, ,771.9524,243.11905, ,498.46,425.26, ,666.77905,198.56976, ,824.2111,194.94444, ,1009.2931,340.5, ,440.22,489.62, ,490.16666,614.2778, ,1285.6177,954.91174, ,971.29663,404.44916, ,1294.3788,319.22726, ,1267.1,367.03333, ,739.9,966.75, ,1418.3096,664.4524, ,1197.6143,349.01428, ,516.2931,60.068966, ,1042.9607,984.6685, ,1172.7727,256.13635, ,1114.4697,501.83334, ,1023.0,159.79411, ,449.9,171.53334, ,146.5,306.0, , , , , , , , , , , , , , , , 
56,796.7143,88.14286, ,106.35714,95.21429, ,1257.5476,100.78571, ,1438.1364,103.40909, ,670.5,100.86842, ,1402.5,164.0, , , , ,1161.1364,205.95454, , , , , , , ,1024.6282,288.47437, ,559.3485,487.37878, ,319.92105,521.0263, , , , ,810.58,714.1, ,1149.2391,888.06525, ,771.6091,242.66364, ,504.3846,427.15384, ,666.7632,198.44737, ,828.41113,189.12222, ,1002.6724,346.18967, ,435.62,492.22, ,486.58,615.7, ,1282.3823,963.08826, ,970.5357,402.8393, ,1296.5938,310.53125, ,1271.8462,362.26923, ,739.7083,968.5417, ,1416.7858,663.7857, ,1202.3572,348.47144, ,518.2027,60.635136, ,1042.384,981.2681, ,1172.803,251.71213, ,1117.7354,497.14706, ,1021.3684,161.57895, ,446.2143,168.78572, ,146.5,310.0, , , , , , , , , , , , , , , , 
57,796.14703,88.5, ,106.5,95.5, ,1257.0217,100.978264, ,1438.0834,104.25, ,672.625,101.225, ,1404.125,168.6875, , , , ,1160.5834,206.91667, , , , , , , ,1025.8158,283.76315, ,560.4,483.86667, ,319.05,523.375, , , , ,813.35,711.1, ,1146.1,886.26, ,766.46924,244.00769, , , , ,666.9074,200.09259, ,824.3511,189.03192, ,1002.5,355.0, ,439.80768,490.57693, ,478.28262,611.413, ,1283.5588,965.08826, ,971.3,406.05, ,1300.1129,316.75806, ,1272.6666,365.875, ,737.1818,966.0909, ,1416.55,665.0, ,1202.3182,349.5606, ,510.5946,62.48649, ,1042.1628,982.56976, ,1169.5,255.75, ,1116.2794,498.5, ,1029.3049,164.18292, ,443.40323,161.66129, ,153.38889,311.77777, , , , , , , , , , , , , , , , 
58,796.7,87.3, ,106.3,94.9, ,1257.4131,100.891304, ,1438.1666,103.583336, ,670.1905,100.90476, ,1407.2142,171.92857, , , , ,1161.1666,205.83333, , , , , , , ,1023.47675,285.47675, ,562.43335,482.26666, ,316.65625,521.0625, , , , ,807.4167,712.9167, ,1146.3,882.42, ,772.0333,242.7, , , , ,666.5,198.625, ,817.375,182.45833, ,1003.2941,358.70587, ,439.9074,489.57407, ,479.0,610.5, ,1283.6177,957.91174, ,966.5833,404.91666, ,1303.371,314.14517, ,1270.3214,367.17856, ,737.76086,963.8043, ,1411.738,660.119, ,1202.8684,345.28946, ,508.80884,58.308823, ,1040.675,976.8375, ,1168.2059,252.0, ,1123.037,496.18518, ,1031.7162,163.44595, ,437.77585,161.60345, ,152.26471,310.2647, , , , , , , , , , , , , , , , 
