Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42
59,796.0,87.5, ,106.166664,95.388885, ,1256.98,100.42, ,1438.0454,103.681816, ,667.3723,97.15958, ,1405.75,166.95, , , , ,1160.9615,206.34616, , , , , , , ,1017.7558,291.10464, ,566.01514,480.10605, ,312.8585,516.4434, , , , ,805.96155,709.11536, ,1148.0,880.0, ,771.5833,243.04167, , , , ,667.23334,197.63333, ,815.56525,183.54347, ,1000.6081,350.47296, ,443.0862,491.05173, ,477.82,608.74, ,1282.3334,965.8333, ,967.8077,402.16666, ,1301.4678,315.75806, ,1272.5646,366.24194, ,740.3333,965.0, ,1406.591,657.4091, ,1194.8055,347.08334, ,502.625,59.6875, ,1039.079,980.8289, ,1167.3235,244.47058, ,1120.7363,491.33636, ,1030.5,164.86586, ,438.68182,161.80302, ,155.71053,311.1316, ,262.91177,68.26471, , , , , , , , , , , , , 
60,795.7273,88.40909, ,106.166664,95.388885, ,1256.8478,100.67391, ,1438.0385,103.88461, ,669.5,98.68604, ,1405.4524,168.69048, , , , ,1160.9117,206.61765, , , , , , , ,1017.2727,291.81818, ,567.3182,477.5, ,314.71875,521.4375, , , , ,804.6875,706.0625, ,1149.091,883.6818, ,772.3889,241.16667, , , , ,667.2059,198.85294, ,812.9828,182.81035, ,995.8077,357.0, ,444.0926,494.42593, ,481.5,608.7692, ,1280.5667,962.5, ,970.8509,405.8158, ,1295.75,315.0, ,1268.5,365.9643, ,741.53845,966.46155, ,1408.409,655.4091, ,1197.9445,345.05554, ,503.5606,60.545456, ,1036.4412,979.9235, ,1166.197,247.25757, ,1121.1666,491.28946, ,1031.221,164.73256, ,438.73685,166.89473, ,157.5,307.14706, ,260.98486,61.590908, , , , , , , , , , , , , 
61,796.67645,88.088234, ,106.5,94.5, ,1257.463,100.31481, ,1438.0,103.5, ,666.1889,96.12222, ,1405.2727,167.0, , , , ,1161.0625,205.625, , , , , , , ,1015.56976,288.8256, ,566.2586,473.98276, ,311.72858,520.9, , , , ,804.3,707.18, ,1149.1364,881.8182, ,771.6667,242.53703,*, , , ,666.23914,199.10869, ,814.6,180.95,*,995.36664,348.7, ,442.0926,492.42593, ,481.07144,609.3214, ,1282.25,960.5625, ,971.3837,399.98837, ,1297.803,314.5, ,1265.8103,365.05173, ,744.7917,959.375, ,1409.5,655.881, ,1197.3529,339.02942, ,499.77942,54.39706, ,1036.9324,978.1622, ,1165.9,241.75714, ,1124.7122,491.9394, ,1029.3975,163.52563, ,436.8143,167.32857, ,153.72223,303.55554, ,260.83334,62.0, , , , , , , , , , , , , 
62,795.91174,88.26471, ,106.166664,95.388885, ,1257.25,100.625, ,1438.0,104.0, ,664.45,88.675, ,1407.0,167.33333, , , , ,1160.4375,206.125, , , , , , , ,1015.6539,289.3718, ,570.79034,469.30646, ,316.08823,524.2941, , , , ,802.6111,703.8333, ,1150.0,882.0, ,772.2561,242.03659, , , , ,666.7273,199.59091, ,811.88464,182.11539, ,990.1316,343.44736, ,441.56897,496.7414, ,478.24075,603.9074, ,1279.6578,956.6579, ,972.23334,400.60666, ,1297.6714,307.44287, ,1266.3966,365.5345, ,741.42,960.94, ,1400.591,656.4091, ,1191.5,337.58334, ,498.67392,62.065216, ,1039.9706,983.44116, ,1161.9572,246.81429, ,1123.6714,489.98572, ,1027.2317,163.7683, ,432.35294,164.85294, ,152.27777,302.44446, ,256.83334,63.530304, ,338.1207,312.15518, , , , , , , , , , 
63,796.1,88.1, ,106.5,94.833336, ,1257.7174,100.54348, ,1438.1364,103.40909, , , , ,1408.0,170.0, , , , ,1161.409,206.13637, , , , , , , ,1016.2105,292.3684, ,573.53125,467.34375, ,314.27777,529.8555, , , , , , , ,1155.8914,884.45654, ,770.94446,242.46297, , , , ,666.0,199.32143, ,809.1539,176.11539, ,993.575,339.55, ,445.0926,495.42593, ,482.42593,603.3148, ,1273.8,956.65, ,969.9853,392.27942, ,1298.6333,307.03333, ,1267.1333,365.86667, ,739.8913,952.7174, ,1405.6428,655.3095, ,1191.3823,339.11765, ,499.8846,64.66923, ,1039.7131,981.84424, ,1153.7122,247.71213, ,1120.8334,486.6605, ,1030.5526,160.0, ,431.01428,159.72858, ,160.71053,302.55264, ,257.5625,59.75, ,334.14517,307.30646, , , , , , , , , , 
64,795.8333,88.03333, ,106.35714,95.21429, ,1257.4546,100.63636, ,1438.0,103.5, , , , ,1405.05,169.05, , , , ,1160.8846,206.11539, , , , , , , ,1014.4286,298.0, ,572.375,468.28125, ,310.98572,521.1286, , , , , , , ,1159.8334,880.375, ,771.81915,242.26596, , , , ,666.21875,200.4375,*,804.913,175.58696,*,991.63635,335.81818, ,444.10715,491.32144, ,486.42593,598.9074, ,1267.6428,955.5, ,970.6429,394.15714, ,1295.7122,305.37878, ,1268.5646,368.59677, ,737.9783,954.63043, ,1404.591,655.4091, ,1186.0,341.20587, ,498.34058,65.485504, ,1036.952,977.03424, ,1147.2368,243.78947, ,1120.0167,483.38333, ,1029.4487,155.6282, ,429.4189,160.95946, ,160.55263,307.1316, ,260.85483,58.30645, ,333.17856,309.07144, ,794.4091,702.5, , , , , , , 
65,795.91174,88.26471, ,106.166664,95.388885, ,1256.8462,100.42308, ,1438.1666,103.833336, , , , ,1408.1,166.6, , , , ,1161.5,206.66667, , , , , , , ,1011.4778,295.12222, ,572.629,468.82257, ,311.8,520.2, , , , , , , ,1159.3695,883.93475, ,771.86365,242.77272, , , , ,666.05884,198.47058,*,801.5,172.625,*,996.0,336.0, ,448.7143,491.14285, ,492.5345,592.5, ,1264.1842,957.2368, ,973.20667,392.82, ,1297.079,302.26315, ,1266.6111,365.01852, ,736.0,956.7727, ,1402.2273,654.5455, ,1182.3235,338.38235, ,494.08905,69.18493, ,1036.9568,979.05554, ,1148.7972,246.33784, ,1120.1129,488.24194, ,1030.9048,163.14285, ,423.8784,158.2027, ,157.3421,305.6579, ,259.1,55.833332, ,336.13333,311.4, ,793.4583,703.6667, , , , , , , 
66,796.7778,88.0, ,106.3,94.6, ,1257.0652,100.021736, ,1438.1364,103.40909, , , , ,1410.2693,168.57692, , , , ,1161.3,206.2, , , , , , , ,1011.6818,298.0, ,571.1875,471.84375, ,311.35715,515.0714, , , , , , , ,1158.8043,888.2826, ,772.0143,242.32857, , , , ,667.3481,205.5633, ,807.7619,165.9762,*,996.0238,335.8095, ,450.32144,487.2857, ,492.83334,588.2778, ,1262.5,959.8333, ,968.1829,392.84146, ,1299.7759,297.15518, ,1267.0186,364.6111, ,738.86365,956.0, ,1402.5,660.3261, ,1180.3182,336.5, ,490.9394,71.09091, ,1037.6866,977.8467, ,1149.4117,243.47058,*,1120.4193,490.08066, ,1029.9103,163.26923, ,422.74243,152.01515, ,156.72223,304.0, ,259.01614,56.403225, ,337.01724,302.1207, ,791.15,701.7, , , , , , , 
67,795.9706,87.73529, ,106.4,95.4, ,1256.9,100.4, ,1438.1666,104.0, , , , ,1408.4565,168.28261, , , , ,1160.9,206.7, , , , , , , ,1008.1667,301.72223, ,571.23334,470.73334, ,316.53705,516.0, , , , , , , ,1162.0,894.375, ,771.3333,243.11667, , , , ,666.8913,198.76086, ,804.71277,170.73404, ,995.4487,339.32053, ,441.80768,490.42307, ,494.26923,588.6539, ,1261.7778,963.8889, ,964.7381,391.4881, ,1296.0333,295.36667, ,1268.0333,357.03333, ,734.15,957.05, ,1405.2273,657.0455, ,1182.25,335.8125, ,494.13635,67.742424, ,1036.9886,978.4545, ,1149.1923,247.8077, ,1112.8833,488.86667, ,1024.1757,160.7973, ,420.5,142.70589, ,159.13158,303.9737, ,252.21875,57.40625, ,334.0,301.0, ,792.3333,700.1111, , , , , , , 
68,796.2692,88.26923, ,106.611115,95.388885, ,1257.4131,100.54348, ,1438.0454,103.681816, , , , ,1410.75,171.95, , , , ,1161.1364,206.40909, , , , , , , ,1006.2381,302.66666, ,571.125,472.21875, ,312.8143,509.1857, , , , , , , ,1158.1364,890.8182, ,771.75,242.73077, , , , ,666.63043,199.80435,*,807.883,170.5, ,996.061,336.08536, ,438.0926,492.42593, ,492.0,589.0, ,1264.8334,963.0333, ,958.0147,390.29413, ,1297.2241,292.9138, ,1266.6875,358.8125, ,734.44116,963.14703, ,1400.409,656.4091, ,1181.9242,337.95456, ,498.3889,65.27778, ,1036.9637,975.0942, ,1157.1545,249.24545, ,1112.6515,489.5, ,1027.9359,157.70512, ,423.85,142.0, ,159.26471,303.7353, ,253.26666,57.166668, ,338.65625,298.75, ,791.1,694.34, , , , , , , 
69,796.5,88.0, ,106.27778,95.05556, ,1257.1072,100.35714, ,1438.1364,103.40909, , , , ,1412.2084,173.54167, , , , ,1161.5,206.0, , , , , , , ,1007.54443,310.14444, ,567.55884,472.79413, ,313.94736,511.21054, , , , , , , ,1158.0,896.0, ,771.76416,242.55661, , , , ,670.838,198.61267,*,806.7653,171.17346, , , , ,439.8,489.96667, ,487.9074,586.94446, ,1263.079,962.3421, ,959.8387,391.2903, ,1301.875,294.75, ,1265.8103,364.81033, ,730.6053,962.0263, ,1394.4524,658.3095, ,1184.371,341.59677, ,499.1,63.838463, ,1033.1056,972.45776, ,1160.3937,246.79787, ,1115.931,491.60345, ,1032.6951,161.20732, ,424.24286,137.32857, ,159.27777,304.0, ,248.30646,56.403225, ,341.17856,300.07144, ,790.03845,690.6923, ,834.8125,41.583332, ,809.6212,357.80304, 
70,796.6579,88.6579, ,106.375,95.375, ,1257.5,100.804344, ,1438.3182,103.954544, , , , ,1414.3572,174.57143, , , , ,1160.9615,206.34616, , , , , , , ,1008.5,313.15216, ,568.55884,475.44116, ,317.2037,506.5, , , , , , , ,1155.58,897.7, ,772.1667,243.45833, , , , ,668.96155,197.8718, ,807.4545,166.79546, , , , ,438.9074,494.57407, ,487.68518,588.4259, ,1265.2,957.35, ,960.7,389.84286, ,1306.3,296.4, ,1269.7667,361.2, ,738.75,963.125, ,1391.25,655.25, ,1184.409,336.34848, ,501.1389,65.0, ,1034.0625,970.625, ,1157.8889,247.83333, ,1118.2544,494.3421, ,1033.825,164.875, ,424.1389,135.75, ,158.1842,301.3421, ,252.5,56.351852, ,335.0862,295.94827, ,792.60345,689.3276, ,834.39795,38.7449, ,818.54,359.46, 
71,796.5,87.625, ,106.388885,95.166664, ,1256.6724,100.22414, ,1438.3,103.5, , , , ,1410.2778,173.55556, , , , ,1160.7307,206.42308, , , , , , , ,1010.11365,312.93182, ,564.5323,472.1129, ,314.98276,506.7414, , , , , , , ,1157.94,902.3, ,771.14703,241.0, , , , ,668.11536,198.42308,*,806.7857,170.11224, , , , ,439.39285,488.4643, ,479.26923,591.2692, ,1261.5,951.5, ,963.74243,386.5606, ,1304.4231,297.26923, ,1268.8448,356.39655, ,738.15,966.05, ,1394.591,651.5909, ,1183.5286,341.07144, ,497.79486,68.65385, ,1035.463,972.3148, ,1157.1111,243.36111, ,1115.1666,487.95334, ,1032.5513,168.47437, ,426.95456,135.89394, ,160.76315,299.8684, ,254.67857,50.392857, ,341.0,301.5, ,795.5,693.12067, ,839.7889,40.58889, ,813.43976,356.83734, 
72,796.2647,88.02941, ,106.5,95.5, ,1257.5476,100.59524, ,1438.0454,103.681816, , , , ,1409.875,168.8125, , , , ,1160.7778,206.16667, , , , , , , ,1008.619,307.92856, ,568.28125,473.71875, ,312.62122,507.86365, , , , , , , ,1154.1333,896.86664, ,772.6389,242.77777, , , , ,663.8553,193.25,*, , , , , , ,441.6111,484.2037, ,478.6111,591.0185, ,1256.8684,950.9737, ,964.114,389.95615, ,1298.4375,301.125, ,1269.1333,353.5, ,737.3823,964.0294, ,1390.7273,654.2727, ,1185.8715,341.98572, ,500.51514,67.106064, ,1036.9674,966.5326, ,1158.1111,247.91667, ,1112.4265,487.04413, ,1031.6316,163.47368, ,418.4697,137.16667, ,159.13158,300.28946, ,254.95161,56.887096, ,343.42307,300.73077, ,801.4643,690.6071, ,842.33673,40.765305, ,815.414,354.8011, 
73,796.35,87.7, ,106.3,95.5, ,1257.1086,100.63043, ,1438.0385,103.88461, , , , ,1410.9166,172.75, , , , ,1161.0,206.78572, , , , , , , ,1011.4268,306.42682, ,570.3182,471.4394, ,311.60715,512.9286, , , , , , , ,1154.82,895.74, ,771.6556,243.16667, , , , ,663.6923,194.51282,*, , , , , , ,432.96667,484.86667, ,487.13333,593.86664, ,1254.8334,947.375, ,962.5946,388.8919, ,1299.2778,297.94446, ,1261.9138,352.84482, ,736.93475,965.587, ,1390.8462,653.8461, ,1184.1857,340.98572, ,498.85294,70.02941, ,1036.2,969.0571, ,1159.4857,251.14285,*,1113.195,494.61865, ,1031.2441,164.98837, ,419.84375,136.25, ,160.76315,299.1316, ,253.8,57.266666, ,344.9074,307.75925, ,802.2241,694.9138, ,844.8,45.42, ,819.9028,352.08334, 
74,796.2222,88.611115, ,106.86364,94.40909, ,1256.7963,99.94444, ,1438.1154,103.11539, , , , ,1412.0834,175.25, , , , ,1161.1875,205.6875, , , , , , , ,1015.0682,306.70456, ,570.43335,465.56668, ,316.36,508.68, , , , , , , ,1155.7,896.38, ,772.19446,241.58333, , , , ,667.55884,199.38235,*, , , , , , ,436.05173,481.81033, ,491.98148,592.3889, ,1251.2826,942.587, ,962.15674,388.78357, ,1292.3387,291.9516, ,1263.242,351.85483, ,737.0,962.5, ,1384.5834,656.4167, ,1184.591,341.16666, ,499.29413,69.867645, ,1036.5333,967.43335, ,1163.3518,253.33951, ,1107.9912,491.8684, ,1028.8784,164.74324, ,418.5,137.46774, ,156.75,296.45, ,252.30646,60.403225, ,338.82144,303.17856, ,794.3929,690.7857, ,844.025,45.625, ,822.68604,350.0814, 
75,796.6875,88.3125, ,106.86364,95.40909, ,1256.1897,100.32758, ,1438.3462,103.96154, , , , ,1407.6333,173.1, , , , ,1161.0,206.91667, , , , , , , ,1014.6591,304.0909, ,565.4091,463.34848, ,317.5625,505.625, , , , , , , ,1154.7916,895.0833, ,771.73334,244.43333, , , , ,667.2143,200.30952, , , , , , , ,436.7,477.66666, , , , ,1251.5,947.7105, ,962.2636,387.6091, , , , ,1265.1552,351.60345, ,735.2619,961.6429, ,1378.54,658.3, ,1189.1857,339.41428, ,494.43588,71.03846, ,1037.9872,970.6539, ,1161.9286,256.87143,*,1111.7794,494.08823, ,1033.3334,161.77777, ,419.41177,139.29411, ,164.55263,292.55264, ,255.01613,58.758064, ,346.0,303.5, ,791.8333,692.93335, ,843.84784,44.02174,*,822.0806,351.0269, 
76,796.9211,87.60526, ,106.5,95.5, ,1256.7069,100.63793, ,1438.2693,103.73077, , , , ,1408.3422,172.6579, , , , ,1160.9286,206.28572, , , , , , , ,1016.05554,302.96667, ,566.85297,459.44116, ,319.6,503.6, , , , , , , ,1148.8334,890.6852, ,771.91174,242.04903, , , , ,667.0789,198.23685,*, , , , , , ,440.1154,485.34616, , , , ,1251.5,946.5, ,966.36206,389.39655, , , , ,1260.5,349.9643, ,735.125,962.5417, ,1382.8846,659.3461, ,1181.421,338.10526, ,495.34482,75.01724, ,1039.25,967.3906, ,1162.7903,254.20967, ,1110.1545,489.73636, ,1038.2742,167.66129, ,422.69354,140.59677, ,157.38235,292.91177, ,255.31482,58.75926, ,349.0926,303.42593, ,796.1071,692.1786,*,835.4459,44.824326,*,830.7987,354.52597, 
77,796.91174,87.617645, ,106.625,94.625, ,1257.4259,100.05556, ,1438.1364,103.40909, , , , ,1406.7916,171.45833, , , , ,1161.0,206.0, , , , , , , ,1019.23334,300.32224, ,567.1486,452.85135, ,318.38,501.62, , , , , , , ,1142.82,890.1, ,771.4737,241.8421, , , , ,666.8571,198.57143, , , , , , , ,435.30768,484.69232, , , , ,1251.0,948.0, ,966.3421,384.16666, , , , ,1263.8226,346.8871, ,735.3261,959.76086, ,1378.409,659.4091, ,1178.6316,331.0, ,500.2846,73.96154, ,1040.0405,968.17566, ,1169.2878,258.07574, ,1104.9648,494.89438, ,1039.0625,170.84375, ,425.58823,141.76471, ,158.45,286.6, ,250.69354,59.596775, ,349.9138,301.94827, ,796.2586,687.60345, ,832.1667,41.61111,*,825.7771,351.68073, 
78,796.2857,88.28571, ,106.8,95.3, ,1257.0,100.69231, ,1438.1666,103.833336, , , , ,1408.5952,165.64285, , , , ,1161.1875,206.375, , , , , , , ,1015.9545,293.13635, ,564.8143,451.32858, ,318.64584,503.66666, , , , , , , ,1141.1666,886.625, ,771.62,243.12,*, , , ,667.11536,199.1923, , , , , , , ,429.72223,479.46295, , , , ,1253.5,948.7917, ,972.7714,380.17142, , , , ,1261.3334,340.9, ,735.6667,964.0, ,1377.38,656.78, ,1178.0714,327.35715, ,499.5164,71.7623, ,1036.4578,969.0493, ,1168.5,261.7647, ,1108.3256,493.2093, ,1042.0807,177.08064, ,425.19446,137.77777, ,160.55263,286.55264, ,247.71428,57.642857, ,351.92856,295.32144, ,797.0862,682.60345, ,835.0185,41.351852,*,820.5143,350.1857, 
79,796.56665,87.1, ,106.7,94.8, ,1257.3077,100.30769, ,1438.1364,103.40909, , , , ,1408.5,165.5, , , , ,1161.3125,205.6875, , , , , , , ,1014.6842,290.3684, ,563.1667,457.4091, ,315.61667,500.45, , , , , , , ,1133.98,892.1, ,772.04285,242.87143, , , , ,665.875,196.875, , , , , , , ,426.98148,485.0926, , , , ,1254.409,943.4091, ,972.5139,372.41666, , , , ,1266.0,340.0, ,738.62,958.46, ,1375.5,650.5, ,1176.2646,318.79413, ,506.95282,74.00944, ,1031.3379,965.63513, ,1168.5834,265.875, ,1107.8379,491.71622, ,1046.125,173.5625, ,432.27142,136.78572, ,164.14706,285.02942, ,248.5,54.23077, ,350.77585,293.0862, ,797.3214,675.7857, ,837.7453,39.990566,*,823.1353,350.40588, 
80,796.44116,87.73529, ,106.5,94.833336, ,1256.431,100.32758, ,1438.1666,103.583336, , , , ,1407.2368,170.86842, , , , ,1161.1,206.2, , , , , , , ,1017.4756,290.18292, ,561.0,458.46875, ,315.46,494.58, , , , , , , ,1136.9814,895.0926, ,772.0098,242.14706, , , , ,666.7941,198.61765, , , , , , , ,432.06,487.58, , , , ,1255.5,950.5, ,973.97296,372.72974, , , , ,1270.0807,340.4355, ,735.54346,962.3261, ,1368.34,650.18, ,1176.8939,316.62122, ,504.40768,76.45385, ,1030.5125,966.25, ,1169.3966,262.39655, ,1103.6515,492.22726, ,1043.3,172.0, ,435.60526,131.76315, ,165.9,278.1, ,251.57143,55.607143, ,349.36206,288.9138, ,799.1,677.54, ,836.45917,32.84694, ,823.36316,344.14212, 
81,796.3823,88.088234, ,106.5,95.0, ,1257.34,100.62, ,1438.2693,103.73077, , , , , , , , , , ,1161.0,205.72223, , , , , , , ,1016.0263,284.78946, ,564.04285,456.1, ,312.9898,498.23468, , , , , , , ,1141.1,895.26, ,771.8077,241.9359, , , , ,666.9286,199.07143, , , , , , , ,435.7,490.38, , , , ,1259.079,950.3947, ,975.80884,365.47058, , , , ,1272.6333,344.73334, ,732.85,961.8, ,1363.0927,648.4259, ,1174.4032,314.14517, ,501.89395,76.72727, ,1030.6451,971.2258, ,1174.3572,263.85715, ,1104.6538,486.9923, ,1039.25,169.83333, ,438.92856,123.72857, ,174.1,277.9, ,256.42307,58.115383, ,344.0357,285.5, ,802.75806,678.4032, ,836.1111,36.314816, ,824.88556,343.05423, 
82,796.1667,87.7, ,106.8,95.3, ,1257.4615,100.23077, ,1438.1666,103.25, , , , , , , , , , ,1160.8889,206.05556, , , , , , , ,1019.7632,286.42105, ,564.80554,461.05554, ,311.0,500.5, , , , , , , ,1139.625,892.4583, ,772.1585,242.15854, , , , ,665.8333,198.5, , , , , , , ,440.30768,489.73077, , , , ,1254.3096,949.3571, ,974.5303,361.0606, , , , ,1274.0807,340.9516, ,735.1667,959.875, ,1366.0385,652.3461, ,1177.1389,313.5, ,501.0965,73.64035, ,1026.3441,967.9805, ,1170.9445,260.1111, ,1109.903,486.41046, ,1041.6923,176.92308, ,432.5,127.5, ,171.85715,277.2143, ,256.5,59.392857, ,349.84482,283.39655, ,800.4667,676.8333, ,832.65216,32.108696, ,818.7676,341.82394, 
83,797.1667,87.666664, ,106.625,94.625, ,1257.3182,100.72727, ,1438.0385,103.88461, , , , , , , , , , ,1160.7941,205.73529, , , , , , , , , , ,559.5,462.0, ,311.16666,495.87036, , , , , , , ,1141.0927,890.4259, ,771.5222,241.9, , , , ,666.6111,200.27777, , , , , , , ,440.0,492.20834, , , , ,1252.7273,952.2727, ,976.29486,356.43588, , , , ,1271.9546,339.28787, ,734.9783,956.63043, ,1368.0,653.0, ,1179.6389,311.19446, ,507.1316,75.04386, ,1024.2969,970.8281, ,1164.4403,255.08209,*,1107.35,485.975, ,1037.8077,176.73077, ,432.07144,129.78572, ,167.1,277.9, ,254.82143,59.92857, ,351.0862,283.94827, ,801.371,673.5645, ,832.63043,30.782608, ,819.18854,340.63113, 
84,797.3421,87.60526, ,107.0,94.7, ,1257.1072,100.35714, ,1438.3,103.5, , , , , , , , , , ,1160.9,206.23334, , , , , , , , , , ,561.0946,462.3919, ,315.91177,492.94116, , , , , , , ,1142.38,889.22, ,771.8939,243.62122, , , , ,665.9,197.7, , , , , , , ,440.85715,497.10715, , , , ,1255.079,954.3947, ,973.58105,357.13513, , , , ,1273.3125,335.8125, ,733.9783,958.63043, ,1369.0,655.2083, ,1176.8529,306.67648, ,509.17105,78.3421, ,1029.5702,970.1842, ,1159.0,254.61765, ,1111.1307,481.9, ,1045.0454,172.22728, ,434.1111,130.88889, ,164.13637,273.4091, ,259.01514,57.10606, ,347.18967,287.05173, ,803.2931,673.7414, ,833.45746,33.159573, ,817.8261,341.21738, 
